v2v_method,mean_flow_epe_mean,mean_flow_epe_std,median_flow_epe_mean,median_flow_epe_std,flow_mag_ratio_mean,flow_mag_ratio_std,mean_sharpness_mean,mean_sharpness_std,mean_frame_diff_mean,mean_frame_diff_std
stage1_baseline,0.0,0.0,0.0,0.0,0.9999995559826292,3.581306898197344e-07,198.99335443268023,31.67978624675825,1.4272987729027158,0.3594693811888374
venhancer_n30,0.27964097012090616,0.13528476073957232,0.057443883141772005,0.04935310026584696,4.650201589182145,1.783794052927646,559.5529567901449,72.9539150947764,1.6787261357383123,0.437008539803818
