frame_pair,mean_flow_epe,median_flow_epe,stage1_flow_mag,refined_flow_mag,flow_mag_ratio
0,0.13255725800991058,0.0012508932268247008,0.00897417962551117,0.129287451505661,14.406587881554465
1,0.42752793431282043,0.1667853593826294,0.5420253276824951,0.48811203241348267,0.9005336069720904
2,0.32233402132987976,0.12317487597465515,0.42255541682243347,0.3603377342224121,0.8527585053920831
3,0.15229953825473785,0.014365962706506252,0.04420771449804306,0.13026712834835052,2.9467051251216754
4,0.3754635155200958,0.14831840991973877,0.48668864369392395,0.5646436810493469,1.1601743265715179
5,0.39963942766189575,0.14769908785820007,0.5089884996414185,0.6217765808105469,1.2215925684620805
6,0.12478195130825043,0.0001690575882093981,0.026951119303703308,0.10381157696247101,3.851845159906024
7,0.3762529194355011,0.13989567756652832,0.4489169716835022,0.4307224750518799,0.959470219719935
8,0.1075320765376091,0.00017866029520519078,0.0428486131131649,0.0794522762298584,1.8542550601922914
9,0.35476061701774597,0.08993028104305267,0.4416657090187073,0.37595587968826294,0.8512226860702741
10,0.3703309893608093,0.14694711565971375,0.48698562383651733,0.4680961072444916,0.9612113268245465
11,0.09875351190567017,4.7506720875389874e-05,0.03267225995659828,0.07808779925107956,2.390032873590084
12,0.5137359499931335,0.21559827029705048,0.5001206994056702,0.6231950521469116,1.2460892749022523
13,0.8216366767883301,0.3158355951309204,1.087378978729248,0.7127472758293152,0.6554727314183793
14,0.19404439628124237,0.0033619310706853867,0.005355427507311106,0.1913602501153946,35.731954645004166
15,0.7339962124824524,0.26433202624320984,0.9098343253135681,1.013008713722229,1.1133990820132134
16,0.22954431176185608,0.045428626239299774,0.08054720610380173,0.1929665207862854,2.3956944773560913
17,0.6113501787185669,0.1961519420146942,0.7704268097877502,0.7039757966995239,0.9137477806048686
18,0.5064148306846619,0.18166106939315796,0.7234545946121216,0.6536407470703125,0.9034993251867688
19,0.16785317659378052,0.0005864199483767152,0.023071827366948128,0.14982429146766663,6.493817075977635
20,0.44809600710868835,0.16609123349189758,0.6269076466560364,0.5686419010162354,0.9070584718160978
21,0.46493402123451233,0.15762804448604584,0.6477175354957581,0.5876806378364563,0.9073100488371826
22,0.3179706335067749,0.09470309317111969,0.031157206743955612,0.3085176646709442,9.901964838717358
23,0.618816614151001,0.21519872546195984,0.7530028223991394,0.6049392223358154,0.8033691193543335
24,0.26863327622413635,0.04659764841198921,0.09834891557693481,0.2189599722623825,2.2263585593631934
25,0.6297796964645386,0.1972959041595459,0.7643736004829407,0.6718622446060181,0.8789710102387328
26,0.5124736428260803,0.18389737606048584,0.6577943563461304,0.5346019864082336,0.8127190103159486
