v2v_method,mean_flow_epe_mean,mean_flow_epe_std,median_flow_epe_mean,median_flow_epe_std,flow_mag_ratio_mean,flow_mag_ratio_std,mean_sharpness_mean,mean_sharpness_std,mean_frame_diff_mean,mean_frame_diff_std
dyref_head_v2_e20_256,0.1883051440849032,0.10762695279030755,0.032083273895276536,0.0402904090863008,1.6971048674891052,0.3583892128438413,299.543886701266,24.40661997332801,1.3604806566995287,0.34767464301140266
stage1_baseline,0.0,0.0,0.0,0.0,0.9999997055686963,1.205273364169325e-07,279.54086033503216,30.496007185330328,1.355412478169436,0.370507000835652
venhancer_n30,0.2781947754205219,0.14182738406885625,0.05101435067663931,0.057861116225489,3.4906323346263037,1.8764150381639875,364.35668953259784,43.51065061763502,1.5109367572441303,0.42061939466172044
