frame_pair,mean_flow_epe,median_flow_epe,stage1_flow_mag,refined_flow_mag,flow_mag_ratio
0,0.13897612690925598,0.02005821093916893,0.007476128172129393,0.13646236062049866,18.25305491667107
1,0.243354931473732,0.03835143521428108,0.3724229037761688,0.3588629961013794,0.963590001653499
2,0.1623084992170334,0.018274635076522827,0.18243204057216644,0.18567192554473877,1.017759351837635
3,0.010118238627910614,1.9850108401442412e-06,0.008808201178908348,0.0014029762241989374,0.159280493587441
4,0.27131709456443787,0.034177228808403015,0.4468749463558197,0.3995133638381958,0.8940160063928203
5,0.22431674599647522,0.03688716143369675,0.3167794346809387,0.33989739418029785,1.0729780605640105
6,0.025531241670250893,6.791857231291942e-06,0.02032073587179184,0.0063831014558672905,0.31411747856794797
7,0.21225868165493011,0.01568627543747425,0.39261531829833984,0.40310364961624146,1.0267139883798213
8,0.060266584157943726,0.0007956452900543809,0.052266430109739304,0.016185039654374123,0.30966409077013474
9,0.18821290135383606,0.013042326085269451,0.23284399509429932,0.24474622309207916,1.051116703618629
10,0.16738896071910858,0.011194422841072083,0.2173166126012802,0.1847037523984909,0.8499292423542516
11,0.03875136002898216,1.748473005136475e-05,0.021218162029981613,0.02575012296438217,1.213588188841001
12,0.19761721789836884,0.026018915697932243,0.2577306628227234,0.25631675124168396,0.9945139568932412
13,0.23468396067619324,0.03506211191415787,0.29720374941825867,0.3433345556259155,1.155216058834358
14,0.018228130415081978,4.4409225665731356e-06,0.013605987653136253,0.005280465353280306,0.3880983583782356
15,0.2849101722240448,0.043106019496917725,0.5227277278900146,0.534393310546875,1.0223167278322522
16,0.028502382338047028,5.133510967425536e-06,0.02385077066719532,0.005573905538767576,0.23369908165873998
17,0.24750128388404846,0.033796586096286774,0.3357853889465332,0.2816127836704254,0.8386689372257856
18,0.3339153230190277,0.030742129310965538,0.6955472826957703,0.6176254749298096,0.8879704966373243
19,0.017744451761245728,4.4411908675101586e-06,0.012925967574119568,0.008748025633394718,0.6767786485186267
20,0.2554835081100464,0.03083835169672966,0.3696083128452301,0.30026039481163025,0.8123745496319935
21,0.3558576703071594,0.03370613977313042,0.45452478528022766,0.621161699295044,1.3666178517545557
22,0.03767688572406769,1.2591872291523032e-05,0.027282292023301125,0.012781181372702122,0.4684788461687008
23,0.18137678503990173,0.00805121660232544,0.24492353200912476,0.2296934872865677,0.9378171057072592
24,0.10489693284034729,0.007400650531053543,0.030966708436608315,0.09953810274600983,3.2143574705784004
25,0.22871625423431396,0.016014715656638145,0.31375691294670105,0.27360501885414124,0.8720286273989863
26,0.28258129954338074,0.01655592769384384,0.3448514938354492,0.42595532536506653,1.2351847697561937
27,0.010996333323419094,2.3558325210615294e-06,0.008177789859473705,0.004689664114266634,0.573462813330387
28,0.24125027656555176,0.019307393580675125,0.2241806536912918,0.2989008128643036,1.3333032739875605
29,0.19899381697177887,0.01498385239392519,0.21387644112110138,0.20279020071029663,0.9481651656706821
30,0.08562756329774857,0.0017329223919659853,0.03627978637814522,0.06999878585338593,1.9294150695827188
31,0.19522736966609955,0.00832424871623516,0.27218911051750183,0.2637958824634552,0.9691639473389351
32,0.07474441081285477,0.00013872343697585166,0.041521232575178146,0.05697500705718994,1.3721893547388735
33,0.26291850209236145,0.029166560620069504,0.3411570191383362,0.3576069176197052,1.0482179380061922
34,0.2294817566871643,0.028895970433950424,0.34060490131378174,0.3516707122325897,1.0324886710415448
35,0.06590817123651505,3.101196853094734e-05,0.04614077880978584,0.048647500574588776,1.0543274579707942
36,0.29581207036972046,0.023815184831619263,0.5554083585739136,0.539487361907959,0.9713345934868897
37,0.1789460927248001,0.013925737701356411,0.20785418152809143,0.23020786046981812,1.1075449514748208
38,0.05152442678809166,8.234360393544193e-06,0.023739369586110115,0.03859734535217285,1.625878435961996
39,0.28750079870224,0.02715180814266205,0.5670484304428101,0.5347098708152771,0.9429703578722839
40,0.035485830157995224,8.206812708522193e-06,0.022364690899848938,0.0194484144449234,0.8696031541854764
41,0.2038455456495285,0.0232385341078043,0.29251575469970703,0.3219079077243805,1.100480543518217
42,0.14529204368591309,0.015880100429058075,0.2523804008960724,0.24261194467544556,0.9612946734417934
43,0.03066002018749714,4.253439783497015e-06,0.020892320200800896,0.020551225170493126,0.9836731936060107
44,0.22017577290534973,0.014200341887772083,0.3677752614021301,0.3576522171497345,0.9724748914906599
45,0.43661877512931824,0.017175910994410515,0.7322177886962891,0.6148408055305481,0.8396966129821888
46,0.06879604607820511,6.593744910787791e-05,0.04644075781106949,0.026911253109574318,0.579474767063602
47,0.19695307314395905,0.012316697277128696,0.23515552282333374,0.2827596962451935,1.2024369269577149
48,0.035586342215538025,9.204119123751298e-06,0.020623402670025826,0.018921541050076485,0.9174786614039464
49,0.1723031997680664,0.015218776650726795,0.25570589303970337,0.2598969042301178,1.016389927415026
50,0.19294698536396027,0.014677964150905609,0.3008580207824707,0.2868053913116455,0.9532914596486685
51,0.03312275558710098,6.097967798268655e-06,0.028652925044298172,0.014831317588686943,0.5176194887454756
52,0.4337628483772278,0.025594867765903473,0.6767817139625549,0.6953625679016113,1.0274547070069586
53,0.2459179162979126,0.02986118197441101,0.3387906551361084,0.3388935327529907,1.000303631792337
54,0.04355107992887497,1.1692603948176838e-05,0.03214237838983536,0.015065044164657593,0.4686970981105353
55,0.2223293036222458,0.006785167381167412,0.28794875741004944,0.3183806240558624,1.1056849693073245
56,0.07181710749864578,3.1464329367736354e-05,0.035229723900556564,0.055986251682043076,1.5891761158365887
57,0.385959655046463,0.015354331582784653,0.581583559513092,0.5558155179023743,0.9556932950628383
58,0.304194837808609,0.014972301200032234,0.44158580899238586,0.40329471230506897,0.9132872817911366
59,0.04253365471959114,8.526863894076087e-06,0.022721249610185623,0.026312073692679405,1.1580376327764887
60,0.3070570230484009,0.004371425602585077,0.4356282949447632,0.37107688188552856,0.8518199521782231
61,0.22586379945278168,0.015356714837253094,0.28118541836738586,0.25875169038772583,0.920217281137524
62,0.05873754993081093,0.000180812508915551,0.0016603467520326376,0.057561103254556656,34.6679128952795
mean,0.17214184728938908,0.013692499857749377,0.23501087592485997,0.23619491949544422,1.7890570031970607
