frame_pair,mean_flow_epe,median_flow_epe,stage1_flow_mag,refined_flow_mag,flow_mag_ratio
0,0.18264009058475494,0.007586276158690453,0.007476128172129393,0.17691068351268768,23.663377995366698
1,0.3228844702243805,0.031967148184776306,0.3724229037761688,0.14162220060825348,0.38027252182815563
2,0.19639034569263458,0.004439269192516804,0.18243204057216644,0.16548718512058258,0.9071168394016335
3,0.15729688107967377,0.0017969566397368908,0.008808201178908348,0.1544128954410553,17.530562370121622
4,0.36353546380996704,0.03470388799905777,0.4468749463558197,0.2148929238319397,0.48087931707865356
5,0.25149425864219666,0.038569375872612,0.3167794346809387,0.19236630201339722,0.607256263761524
6,0.18989160656929016,0.014966068789362907,0.02032073587179184,0.18273186683654785,8.99237990521826
7,0.31042712926864624,0.017247185111045837,0.39261531829833984,0.16530993580818176,0.4210480943896473
8,0.17517387866973877,0.024312345311045647,0.052266430109739304,0.18051214516162872,3.4536912172059746
9,0.18443186581134796,0.020045947283506393,0.23284399509429932,0.16466131806373596,0.7071743934186749
10,0.19098176062107086,0.027500448748469353,0.2173166126012802,0.17423351109027863,0.8017495808866497
11,0.14673517644405365,0.008566828444600105,0.021218162029981613,0.1383122056722641,6.518573111615211
12,0.1900155395269394,0.026779092848300934,0.2577306628227234,0.16477735340595245,0.6393393211652862
13,0.23046401143074036,0.03434671461582184,0.29720374941825867,0.15611401200294495,0.5252760338850347
14,0.22694629430770874,0.03271559625864029,0.013605987653136253,0.22253307700157166,16.355513404801787
15,0.4074954390525818,0.03853705897927284,0.5227277278900146,0.20658399164676666,0.39520380625034535
16,0.20990411937236786,0.010344665497541428,0.02385077066719532,0.19790776073932648,8.297747713203007
17,0.2651306688785553,0.04017515480518341,0.3357853889465332,0.18456512689590454,0.549652032145962
18,0.5187680721282959,0.0413922443985939,0.6955472826957703,0.3228549063205719,0.4641739098275628
19,0.2878890037536621,0.02171487733721733,0.012925967574119568,0.282030314207077,21.818876954556924
20,0.2710871696472168,0.03900335729122162,0.3696083128452301,0.26212260127067566,0.7091902023549317
21,0.3471422493457794,0.03242624178528786,0.45452478528022766,0.2505589425563812,0.5512547283628485
22,0.20631560683250427,0.03115105628967285,0.027282292023301125,0.19462592899799347,7.133779577389341
